,var,r,p-val,CI95%
40,Erysipelatoclostridium sp000752095_Rep_1240,0.0364139645514496,0.038208893487501464,[0.   0.07]
41,Holdemanella sp002299315_Rep_1250,0.06073534491230817,0.0005422335984062605,[0.03 0.09]
42,Holdemanella biformis_Rep_1256,0.01808443864674269,0.3034462027949121,[-0.02  0.05]
43,Merdibacter sp900543035_Rep_1271,-0.022726367641324456,0.19591583312993588,[-0.06  0.01]
44,Intestinibacter bartlettii_Rep_1379,-0.028262179255804563,0.10774498535405705,[-0.06  0.01]
45,Romboutsia timonensis_Rep_1384,0.015582016262647819,0.3752644068050526,[-0.02  0.05]
46,Clostridium sp001916075_Rep_1397,0.053728686480245154,0.002218399399564824,[0.02 0.09]
47,Clostridium sp900540255_Rep_1403,0.026839503881939872,0.12665735840280376,[-0.01  0.06]
48,CAG-793 sp000433915_Rep_1443,0.038798070237191985,0.027216111675781085,[0.   0.07]
49,CAG-452 sp000434035_Rep_1448,0.020574245057786066,0.2416877901110638,[-0.01  0.05]
50,CAG-245_genus_Rep_1453_Rep_1453,0.030751945216972578,0.0800890064205673,[-0.    0.07]
51,CAG-245 sp000435175_Rep_1454,0.05458778189133562,0.0018816079595851368,[0.02 0.09]
52,CAG-245_genus_Rep_1455_Rep_1455,0.04067742001571886,0.02058754143956945,[0.01 0.08]
53,CAG-273 sp000438355_Rep_1461,0.02075584901020687,0.23755704992166451,[-0.01  0.06]
54,CAG-273 sp000435755_Rep_1464,0.04707966903633566,0.007356194562376354,[0.01 0.08]
55,CAG-273 sp003534295_Rep_1468,0.04044282308937343,0.021329568974750305,[0.01 0.07]
56,CAG-492 sp000434335_Rep_1482,0.07042140989969892,6.02342004805759e-05,[0.04 0.1 ]
57,CAG-269 sp003525075_Rep_1496,0.078701770734261,7.290966663401744e-06,[0.04 0.11]
58,CAG-269 sp001916055_Rep_1501,0.07051433585184656,5.889408470402065e-05,[0.04 0.1 ]
59,CAG-269 sp001916005_Rep_1507,0.06640362983304503,0.00015527512666869395,[0.03 0.1 ]
60,CAG-269 sp000438255_Rep_1509,0.06143585039686653,0.00046710147841448954,[0.03 0.1 ]
61,CAG-269 sp900551615_Rep_1510,0.015060133056691117,0.3914694152885628,[-0.02  0.05]
62,CAG-269 sp001916065_Rep_1511,0.05785588150748805,0.0009852553727768925,[0.02 0.09]
63,CAG-269 sp000437215_Rep_1516,0.033424604558581233,0.05712420852731909,[-0.    0.07]
64,CAG-269 sp001916035_Rep_1517,0.03567448091623338,0.04230677851599772,[0.   0.07]
65,CAG-269 sp000431335_Rep_1523,0.0423094634369635,0.016020595593708713,[0.01 0.08]
66,CAG-611 sp000434175_Rep_1537,0.06150696775297943,0.00046004283029802936,[0.03 0.1 ]
67,CAG-302 sp900543825_Rep_1549,0.04409099700656223,0.012074630905613039,[0.01 0.08]
68,CAG-302 sp000431795_Rep_1551,0.020835544742561246,0.23576012855162878,[-0.01  0.06]
69,CAG-302 sp001916775_Rep_1555,0.054351424279750364,0.001969249708072537,[0.02 0.09]
70,CAG-417 sp000432835_Rep_1579,0.015606069911746387,0.3745276410289029,[-0.02  0.05]
71,UMGS995 sp900547465_Rep_1582,0.04858249999949099,0.005676062146522796,[0.01 0.08]
72,CAG-433 sp900546245_Rep_1596,0.06526928379815694,0.0002010259869798253,[0.03 0.1 ]
73,CAG-433 sp000433675_Rep_1597,0.04870849427554968,0.005552296420381323,[0.01 0.08]
74,CAG-594 sp900547225_Rep_1600,0.02277774621251776,0.19490662223956973,[-0.01  0.06]
75,CAG-460 sp000437355_Rep_1642,0.05365000351157674,0.002251855250484866,[0.02 0.09]
76,CAG-460 sp900544625_Rep_1643,0.06427171147659586,0.00025144518182825464,[0.03 0.1 ]
77,CAG-313 sp000433035_Rep_1675,0.006298317397861441,0.7200651461689727,[-0.03  0.04]
78,CAG-313 sp003539625_Rep_1676,0.043308495087058634,0.013687251536153744,[0.01 0.08]
79,CAG-307 sp001916215_Rep_1689,0.023943476115933723,0.17302249091720961,[-0.01  0.06]
80,CAG-288 sp000437395_Rep_1692,0.05483039422583481,0.0017953839408684988,[0.02 0.09]
81,CAG-345 sp000433315_Rep_1693,0.05250140033117838,0.0027958027207923247,[0.02 0.09]
82,CAG-449 sp900551385_Rep_1697,0.09022114330587723,2.6896537971558315e-07,[0.06 0.12]
83,Odoribacter splanchnicus_Rep_81,-0.00147895071701924,0.9329364456474444,[-0.04  0.03]
84,Odoribacter laneus_Rep_84,0.0015693407508121447,0.928848240646829,[-0.03  0.04]
85,CAG-196 sp002102975_Rep_1723,0.009002217874087021,0.6084915352748114,[-0.03  0.04]
86,Zag1 sp001765415_Rep_1770,0.03804575851099441,0.03034552218684154,[0.   0.07]
87,Butyricimonas faecalis_Rep_92,0.032243041374843254,0.06649457789816952,[-0.    0.07]
88,Butyricimonas virosa_Rep_93,-0.0012846727374218464,0.9417291934604441,[-0.04  0.03]
89,Butyricimonas virosa_Rep_94,-0.0025517237649790234,0.8845601877319593,[-0.04  0.03]
90,Butyricimonas faecihominis_Rep_95,0.009642731577009359,0.5832285990209668,[-0.02  0.04]
91,Butyricimonas sp002161485_Rep_96,0.003690936572943497,0.8336587444664385,[-0.03  0.04]
92,UMGS1975_genus_Rep_1797_Rep_1797,0.021082841394314447,0.230245523383058,[-0.01  0.06]
93,CAG-1427 sp000436075_Rep_1819,0.07970185968295704,5.5673930890714016e-06,[0.05 0.11]
94,CAG-1427 sp000435475_Rep_1826,-0.03969530166185474,0.023851378924798276,[-0.07 -0.01]
95,CAG-1427 sp000435675_Rep_1836,-0.0145433553112356,0.40792730577940195,[-0.05  0.02]
96,Acidaminococcus intestini_Rep_1845,-0.02437768003149708,0.16535865995136423,[-0.06  0.01]
97,Phascolarctobacterium_A_genus_Rep_1858_Rep_1858,0.006716665668294689,0.7023307505255996,[-0.03  0.04]
98,Phascolarctobacterium_A succinatutens_Rep_1860,-0.005615344821350655,0.7493396479705012,[-0.04  0.03]
99,Phascolarctobacterium_A_genus_Rep_1861_Rep_1861,0.00218444919828426,0.901083133637211,[-0.03  0.04]
100,Phascolarctobacterium sp000436095_Rep_1867,-0.0005441813430236752,0.9752987323197488,[-0.03  0.03]
101,Phascolarctobacterium faecium_Rep_1873,0.015053635082060118,0.391673823608758,[-0.02  0.05]
102,Megamonas funiformis_Rep_1875,0.01842591935010202,0.29440553323467444,[-0.02  0.05]
103,Allisonella histaminiformans_Rep_1910,0.00876130553818782,0.6181180085027199,[-0.03  0.04]
104,Dialister sp900343095_Rep_1919,0.034113483758613734,0.052186834342931754,[-0.    0.07]
105,Dialister sp000434475_Rep_1920,0.009436527619713706,0.5913081912912497,[-0.03  0.04]
106,UBA1191 sp900549125_Rep_1953,-0.006557148232426293,0.7090744585089965,[-0.04  0.03]
107,Anaerovoracaceae_family_Rep_1959,0.007902202249408198,0.6529738690461362,[-0.03  0.04]
108,QAKD01 sp003343965_Rep_1975,0.042312165409191575,0.016013840333812448,[0.01 0.08]
109,UMGS973 sp900547295_Rep_1977,0.014101730678496497,0.4223130867925957,[-0.02  0.05]
110,CAG-238 sp900542245_Rep_1983,0.024510541739601658,0.16306539797307928,[-0.01  0.06]
111,CAG-238 sp900551415_Rep_1984,0.040208806018090903,0.02209284961304022,[0.01 0.07]
112,CAG-238 sp000435615_Rep_1986,0.02399620280029035,0.17207793512620975,[-0.01  0.06]
113,Anaerotignum sp000436415_Rep_2000,0.05590044236337119,0.0014567194361749024,[0.02 0.09]
114,UMGS1670 sp900553995_Rep_2002,0.03576679587129424,0.041775721835110996,[0.   0.07]
115,Mediterraneibacter torques_Rep_2036,-0.06569156351531795,0.00018268614650005503,[-0.1  -0.03]
116,QAKL01 sp003343815_Rep_2056,0.06194231454757812,0.0004189563282365412,[0.03 0.1 ]
117,CAG-81 sp900066785_Rep_2073,0.03736174592820364,0.033454189908529115,[0.   0.07]
118,CAG-81 sp900066055_Rep_2074,0.036229715302685594,0.03919700297002239,[0.   0.07]
119,CAG-81 sp900066535_Rep_2075,-0.00423349849490464,0.8096457572246387,[-0.04  0.03]
120,CAG-81_genus_Rep_2076_Rep_2076,0.0016435511257129741,0.9254932149564392,[-0.03  0.04]
121,Clostridium_Q sp003024715_Rep_2077,0.003280238937562463,0.8519406064368675,[-0.03  0.04]
122,Hungatella_A sp003478355_Rep_2080,0.02704691728174475,0.12374937017095222,[-0.01  0.06]
123,UBA9502 sp003481825_Rep_2081,0.005642153041588124,0.748183404225476,[-0.03  0.04]
124,UBA9502 sp003478505_Rep_2083,0.028098016414769438,0.10980600962165331,[-0.01  0.06]
125,UBA9502 sp003480315_Rep_2084,0.04498012312153008,0.010448511792073834,[0.01 0.08]
126,UBA9502_genus_Rep_2085_Rep_2085,0.02828993231176673,0.10739959766218576,[-0.01  0.06]
127,CAG-81 sp000435795_Rep_2088,-0.024232179922436,0.16789780700471127,[-0.06  0.01]
128,Enterocloster sp000431375_Rep_2101,0.00644669263970295,0.7137574706616808,[-0.03  0.04]
129,Enterocloster sp900541315_Rep_2102,0.030892816194060924,0.0787150147967301,[-0.    0.07]
130,Enterocloster bolteae_Rep_2109,-0.08863151828262089,4.3493678275731223e-07,[-0.12 -0.05]
131,Enterocloster citroniae_Rep_2112,-0.07278608435328383,3.3692040313180916e-05,[-0.11 -0.04]
132,KLE1615 sp900066985_Rep_2133,0.0631191322819848,0.0003243884081983417,[0.03 0.1 ]
133,KLE1615_genus_Rep_2134_Rep_2134,0.05294687986204231,0.002571988292616013,[0.02 0.09]
134,CAG-127 sp900319515_Rep_2148,0.05479493619288165,0.0018077549555831488,[0.02 0.09]
135,Coprococcus sp900548215_Rep_2156,0.03451486594826592,0.04947818535853478,[0.   0.07]
136,Coprococcus eutactus_A_Rep_2157,0.03706827618487542,0.034869194976931035,[0.   0.07]
137,Coprococcus eutactus_Rep_2158,0.027211002372708605,0.1214859725012978,[-0.01  0.06]
138,Coprococcus sp000154245_Rep_2160,0.06195311264798609,0.00041798218120453695,[0.03 0.1 ]
139,AM51-8 sp003478275_Rep_2163,0.08174693911656836,3.1756252116268868e-06,[0.05 0.12]
140,UBA11774 sp003507655_Rep_2166,0.0529608361180518,0.002565248762205652,[0.02 0.09]
141,Agathobacter faecis_Rep_2170,0.026121926787363667,0.13712946224230668,[-0.01  0.06]
142,Agathobacter sp000434275_Rep_2171,0.05828598098748061,0.0009026348080672079,[0.02 0.09]
143,CAG-45 sp900066395_Rep_2174,0.02961757178472449,0.09187653749739783,[-0.    0.06]
144,Roseburia sp900542495_Rep_2176,-0.031115191622703858,0.07658513569551786,[-0.07  0.  ]
145,Roseburia inulinivorans_Rep_2177,-0.0041766485817341,0.8121538816658691,[-0.04  0.03]
146,Roseburia intestinalis_Rep_2180,-0.05036004921223225,0.004140460181094117,[-0.08 -0.02]
147,Agathobacter sp900547695_Rep_2183,0.07331759216447885,2.949601737684017e-05,[0.04 0.11]
148,Agathobacter sp900546625_Rep_2184,0.03382827539033065,0.05418593648559992,[-0.    0.07]
149,Agathobacter rectalis_Rep_2185,0.003804963519385125,0.8285983905169165,[-0.03  0.04]
150,CAG-45 sp000438375_Rep_2187,0.04256185980336579,0.01540027775094071,[0.01 0.08]
151,Roseburia hominis_Rep_2188,0.01480544625152332,0.39952953745380315,[-0.02  0.05]
152,CAG-194 sp000432915_Rep_2192,0.045101503240829115,0.010242342976213766,[0.01 0.08]
153,COE1 sp001916965_Rep_2196,0.046710488155615335,0.007831874959367284,[0.01 0.08]
154,CAG-95 sp900066375_Rep_2207,0.07174697497584522,4.3585512207003886e-05,[0.04 0.11]
155,CAG-95 sp000438155_Rep_2208,0.05742053664140901,0.0010759653819160963,[0.02 0.09]
156,Lachnospiraceae_family_Rep_2211,0.03832609769157235,0.029145021734340852,[0.   0.07]
157,Acetatifactor_genus_Rep_2213_Rep_2213,0.06437099346312047,0.0002459408601644762,[0.03 0.1 ]
158,Acetatifactor sp003447295_Rep_2216,0.021344888469329703,0.2245027008899952,[-0.01  0.06]
159,Acetatifactor sp900066365_Rep_2217,0.03158970433697471,0.07219724300565893,[-0.    0.07]
160,Acetatifactor sp900066565_Rep_2219,0.015111433575444706,0.38985791635197753,[-0.02  0.05]
161,GCA-900066575 sp900066385_Rep_2225,0.05433667396216024,0.001974841400166972,[0.02 0.09]
162,GCA-900066575 sp900553635_Rep_2226,0.08163670297211582,3.2743070138698373e-06,[0.05 0.12]
163,Marvinbryantia sp900066075_Rep_2230,0.05210661367707548,0.003008858767783573,[0.02 0.09]
164,UBA7182 sp003480725_Rep_2231,0.02314237809315967,0.18785360364102344,[-0.01  0.06]
165,UBA7182 sp003481535_Rep_2232,0.05909933564719163,0.0007636713823384725,[0.02 0.09]
166,UBA7182_genus_Rep_2233_Rep_2233,0.05335556582358838,0.002381190404532746,[0.02 0.09]
167,UBA7160_genus_Rep_2236_Rep_2236,0.03677522729764829,0.03633282973195384,[0.   0.07]
168,UBA7160_genus_Rep_2237_Rep_2237,0.04789025920340489,0.006401502736810908,[0.01 0.08]
169,GCA-900066135 sp900543575_Rep_2238,0.053053113649079504,0.002521092270735676,[0.02 0.09]
170,GCA-900066135 sp900066135_Rep_2239,0.027530050375022253,0.11717776965662507,[-0.01  0.06]
171,Lachnospiraceae_family_Rep_2240,0.027835319892431102,0.11316875134064741,[-0.01  0.06]
172,Eisenbergiella sp900066775_Rep_2241,0.01319652687441922,0.4527114426610158,[-0.02  0.05]
173,UMGS1375 sp900066615_Rep_2247,0.044116415682018954,0.012025195087307554,[0.01 0.08]
174,Fusicatenibacter saccharivorans_Rep_2249,0.033424899144082885,0.05712201691347889,[-0.    0.07]
175,Ruminococcus_A sp000437095_Rep_2253,0.035288915935625796,0.044586919576964486,[0.   0.07]
176,Ruminococcus_A sp003011855_Rep_2254,0.06130091757433874,0.00048077243183790416,[0.03 0.1 ]
177,CAG-303 sp000437755_Rep_2255,0.0036726451760492524,0.8344711378730921,[-0.03  0.04]
178,Anaerobutyricum hallii_A_Rep_2256,-0.01601675149992153,0.36208668609116346,[-0.05  0.02]
179,Anaerobutyricum hallii_Rep_2257,0.038771460440762615,0.027321858194171753,[0.   0.07]
180,Anaerostipes hadrus_Rep_2259,0.00896137681439476,0.6101187760983326,[-0.03  0.04]
181,Anaerostipes hadrus_A_Rep_2261,0.05520225698818944,0.0016702488249229672,[0.02 0.09]
182,Blautia sp000436935_Rep_2264,0.04858033258243154,0.005678212818820914,[0.01 0.08]
183,Dorea sp900066555_Rep_2276,0.007428918627047482,0.6725111464363887,[-0.03  0.04]
184,Mediterraneibacter lactaris_Rep_2280,0.054911287874078785,0.001767451396483567,[0.02 0.09]
185,Mediterraneibacter faecis_Rep_2281,0.01884388532332027,0.2835879696319639,[-0.02  0.05]
186,Mediterraneibacter_genus_Rep_2282_Rep_2282,0.005854095543787508,0.7390623971134105,[-0.03  0.04]
187,Bariatricus comes_Rep_2284,0.053944634003742074,0.002128904860582427,[0.02 0.09]
188,Bariatricus comes_Rep_2285,-0.028713419346769846,0.10223728410654676,[-0.06  0.01]
189,Mediterraneibacter_genus_Rep_2286_Rep_2286,0.024105635410368545,0.17012985470229816,[-0.01  0.06]
190,Dorea longicatena_B_Rep_2288,0.023845985593392183,0.17477915015795636,[-0.01  0.06]
191,Dorea longicatena_Rep_2289,0.01651275198263377,0.3474106198875949,[-0.02  0.05]
192,Dorea sp000433215_Rep_2290,-0.019991775868684416,0.25527651194377804,[-0.05  0.01]
193,Dorea formicigenerans_Rep_2291,0.003773540373225775,0.829992205045296,[-0.03  0.04]
194,Ruminococcus_B gnavus_Rep_2297,-0.07800812942761114,8.774390568469914e-06,[-0.11 -0.04]
195,Eubacterium_I ramulus_Rep_2303,0.02857007005700341,0.10396215165920089,[-0.01  0.06]
196,Eubacterium_I ramulus_A_Rep_2304,0.017764865450738743,0.3120722188901067,[-0.02  0.05]
197,Blautia_A sp900066505_Rep_2306,-0.03146176937065989,0.07335951186414953,[-0.07  0.  ]
198,Blautia_A sp900066145_Rep_2312,0.032081559126046315,0.0678683878180911,[-0.    0.07]
199,Blautia_A sp900066165_Rep_2313,-0.021869204242379,0.2133209651291461,[-0.06  0.01]
200,Blautia_A sp003474435_Rep_2316,0.06174573008345934,0.00043706583756890035,[0.03 0.1 ]
201,Blautia_A massiliensis_Rep_2318,-0.005767866474656802,0.7427689468212564,[-0.04  0.03]
202,Blautia_A sp900066335_Rep_2319,0.06172033683137621,0.0004394576388589859,[0.03 0.1 ]
203,Blautia_A sp900066205_Rep_2320,0.07035446317760843,6.12174919381231e-05,[0.04 0.1 ]
204,Blautia_A sp000285855_Rep_2321,0.025466904321883307,0.14726016186887989,[-0.01  0.06]
205,Blautia_A_genus_Rep_2323_Rep_2323,0.05554852851642155,0.0015609875219259911,[0.02 0.09]
206,Blautia_A wexlerae_Rep_2324,0.003932913037518439,0.8229286354862866,[-0.03  0.04]
207,Blautia_A_genus_Rep_2325_Rep_2325,-0.009781530951681319,0.5778192237055608,[-0.04  0.02]
208,Blautia_A sp003478765_Rep_2326,0.07408522135390246,2.430277760774759e-05,[0.04 0.11]
209,Blautia_A sp003477525_Rep_2327,0.06008486031869794,0.0006219382013603933,[0.03 0.09]
210,Blautia_A sp900548245_Rep_2329,0.06013834335384136,0.0006149948919687605,[0.03 0.09]
211,Blautia_A sp000436615_Rep_2330,0.06302567902853345,0.000331097837362706,[0.03 0.1 ]
212,Blautia_A obeum_Rep_2331,-0.002641123586725198,0.88054557168257,[-0.04  0.03]
213,Blautia_A sp900066355_Rep_2332,0.046686241641099364,0.007864059123782676,[0.01 0.08]
214,Blautia_A sp900120195_Rep_2333,0.005717540948335399,0.7449349497987059,[-0.03  0.04]
215,Coprococcus_A sp900548825_Rep_2342,0.0389851900816187,0.026482425259663114,[0.   0.07]
216,Coprococcus_A catus_Rep_2343,0.036971336755111946,0.035347688549642334,[0.   0.07]
217,UBA4285 sp900545225_Rep_2350,0.03666821188575091,0.03688021037068442,[0.   0.07]
218,Eubacterium_G sp000432355_Rep_2351,0.02307853438624185,0.1890747334626361,[-0.01  0.06]
219,Eubacterium_G sp000434315_Rep_2352,0.003913817032082079,0.8237742472974484,[-0.03  0.04]
220,Eubacterium_G ventriosum_Rep_2353,0.012163829892539895,0.48885206956864624,[-0.02  0.05]
221,Lachnospira sp000437735_Rep_2363,-0.004496823463177746,0.7980541518845063,[-0.04  0.03]
222,Lachnospira sp003537285_Rep_2367,0.01784761686313735,0.30982322083075725,[-0.02  0.05]
223,Lachnospira eligens_B_Rep_2368,0.05014093152544865,0.00430685189249597,[0.02 0.08]
224,Lachnospira rogosae_Rep_2369,0.07071046924756604,5.615765744890819e-05,[0.04 0.1 ]
225,Lachnospira sp000436535_Rep_2370,0.011188790221344317,0.5243520157111934,[-0.02  0.05]
226,Lachnospira sp000436475_Rep_2371,-0.020878167882188287,0.23480304797812465,[-0.06  0.01]
227,Lachnospira sp900316325_Rep_2374,0.03537240367935778,0.04408459288635573,[0.   0.07]
228,Lachnospiraceae_family_Rep_2384,0.05713000165100841,0.0011407337632578576,[0.02 0.09]
229,Eubacterium_F sp000433735_Rep_2385,0.07113072469324011,5.069422611949677e-05,[0.04 0.11]
230,Eubacterium_F sp003491505_Rep_2386,0.03167061460220924,0.07146999772693075,[-0.    0.07]
231,Eubacterium_F sp900539115_Rep_2387,0.0529766912119133,0.0025576118641160938,[0.02 0.09]
232,TF01-11 sp003149875_Rep_2390,0.028445774899559278,0.10547638351464987,[-0.01  0.06]
233,TF01-11 sp003529475_Rep_2391,0.058944540418666536,0.0007884835926971108,[0.02 0.09]
234,TF01-11 sp003524945_Rep_2392,0.04583855421942437,0.009066375618725928,[0.01 0.08]
235,TF01-11 sp001916135_Rep_2393,0.05383512098014801,0.0021738680209740105,[0.02 0.09]
236,TF01-11 sp001414325_Rep_2399,0.002526455844727047,0.8856954185765078,[-0.03  0.04]
237,TF01-11 sp000436755_Rep_2400,0.05694890315340537,0.0011829087277122061,[0.02 0.09]
238,CAG-274 sp900545305_Rep_2414,0.02268901958190248,0.19665184661800567,[-0.01  0.06]
239,CAG-274 sp000432155_Rep_2415,0.027039285614569274,0.12385543702319977,[-0.01  0.06]
240,UBA1390_genus_Rep_2423_Rep_2423,0.04286399738358186,0.014685576843439728,[0.01 0.08]
241,CAG-314 sp000437915_Rep_2473,-0.03125560670239635,0.07526461971037453,[-0.07  0.  ]
242,UMGS1820 sp900545865_Rep_2516,0.04493010896844957,0.010534530860887105,[0.01 0.08]
243,UMGS621 sp900543915_Rep_2540,0.01786779740347047,0.3092763858787683,[-0.02  0.05]
244,Borkfalkia ceftriaxoniphila_Rep_2551,0.03857693857832199,0.028105699959163843,[0.   0.07]
245,UBA7597 sp003448195_Rep_2557,0.03015590940540684,0.08611951603455724,[-0.    0.06]
246,UBA7597 sp900542935_Rep_2559,0.06835245139217598,9.870934227485892e-05,[0.03 0.1 ]
247,QALS01 sp900552625_Rep_2560,0.012469702204261843,0.4779884516154955,[-0.02  0.05]
248,QALS01 sp003150575_Rep_2561,0.025562943667499276,0.1457400078044648,[-0.01  0.06]
249,QALS01 sp900555925_Rep_2562,0.026970391656062912,0.12481615520822655,[-0.01  0.06]
250,UBA10677 sp900543755_Rep_2586,-0.03713538813075449,0.03454117797018239,[-0.07 -0.  ]
251,Prevotella sp900313215_Rep_226,0.02375281906087284,0.17647029840413067,[-0.01  0.06]
252,Prevotella copri_Rep_231,0.011184363683405139,0.5245161387515258,[-0.02  0.05]
253,Prevotella sp003447235_Rep_259,-0.0034312344219388316,0.8452093733667473,[-0.04  0.03]
254,CAG-349 sp003539515_Rep_2616,-0.002949784106720025,0.8667089720696016,[-0.04  0.03]
255,UBA644_family_Rep_2624,0.0034537586795556803,0.8442062185742176,[-0.03  0.04]
256,UMGS902 sp003343845_Rep_2631,0.03247867597015325,0.06453106776726414,[-0.    0.07]
257,UMGS1865 sp900547725_Rep_2647,0.05768013356667795,0.0010209875808404464,[0.02 0.09]
258,CAG-448 sp003150135_Rep_2652,0.013927276216366786,0.4280767737108815,[-0.02  0.05]
259,UMGS882_genus_Rep_2659_Rep_2659,0.07576770205269315,1.579381478042017e-05,[0.04 0.11]
260,UBA644 sp900547165_Rep_2663,0.05139448237263092,0.0034309689500321653,[0.02 0.09]
261,UMGS874 sp900546315_Rep_2676,0.06829141021738276,0.00010013797863034609,[0.03 0.1 ]
262,UMGS1696_genus_Rep_2678_Rep_2678,0.06316583692132438,0.000321083141963815,[0.03 0.1 ]
263,UMGS1696 sp900554225_Rep_2679,0.05014991735714029,0.004299910875190638,[0.02 0.08]
264,UMGS911 sp900545935_Rep_2685,0.046065690024507625,0.008729100576241088,[0.01 0.08]
265,CAG-272 sp000433515_Rep_2686,0.03606378546136964,0.040105346905187834,[0.   0.07]
266,UMGS1815 sp900550625_Rep_2688,0.04229997844157952,0.01604432906628349,[0.01 0.08]
267,PeH17 sp000435055_Rep_2712,-0.010415092549633386,0.5534322954383089,[-0.04  0.02]
268,SFEL01 sp004557245_Rep_2716,-0.015601374755115568,0.374671383902203,[-0.05  0.02]
269,Phil1 sp001940855_Rep_2718,0.004382933633383257,0.8030623014141851,[-0.03  0.04]
270,Mailhella_genus_Rep_2729_Rep_2729,0.01263068447612632,0.47232429906099604,[-0.02  0.05]
271,Mailhella sp900541395_Rep_2733,-0.042444392634405796,0.015686299860310997,[-0.08 -0.01]
272,Mailhella sp003150275_Rep_2734,0.005481291059832353,0.7551298168786835,[-0.03  0.04]
273,Desulfovibrio sp900556755_Rep_2740,0.01226206070669159,0.48534879350639326,[-0.02  0.05]
274,Bilophila sp900550745_Rep_2745,-0.0014947590209296409,0.9322213292223627,[-0.04  0.03]
275,Bilophila wadsworthia_Rep_2746,-0.0029179787304456006,0.8681329291628093,[-0.04  0.03]
